ID,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE,FLIGHT_ID,DELAY
7755,2015,1,1,4,US Airways Inc.,1974,N768US,DCA,FLL,1445,1452,7,9,1501,157,140,124,899,1705,7,1722,1712,-10,0,0,,,,,,,US Airways Inc.,7755,7
7756,2015,1,1,4,US Airways Inc.,2023,N587UW,PHX,LAX,1445,1446,1,23,1509,87,89,60,370,1509,6,1512,1515,3,0,0,,,,,,,US Airways Inc.,7756,1
7906,2015,1,1,4,US Airways Inc.,716,N825AW,CLT,PHL,1455,1457,2,13,1510,100,97,68,449,1618,16,1635,1634,-1,0,0,,,,,,,US Airways Inc.,7906,2
7907,2015,1,1,4,US Airways Inc.,794,N821AW,MCO,PHL,1455,1458,3,11,1509,144,137,118,861,1707,8,1719,1715,-4,0,0,,,,,,,US Airways Inc.,7907,3
7924,2015,1,1,4,US Airways Inc.,407,N177US,PHX,SFO,1455,1503,8,18,1521,125,117,93,651,1554,6,1600,1600,0,0,0,,,,,,,US Airways Inc.,7924,8
7989,2015,1,1,4,US Airways Inc.,1872,N833AW,MCO,DCA,1459,1503,4,16,1519,121,126,103,759,1702,7,1700,1709,9,0,0,,,,,,,US Airways Inc.,7989,4
7990,2015,1,1,4,US Airways Inc.,2082,N956UW,IAH,PHL,1459,1540,41,14,1554,189,178,160,1325,1934,4,1908,1938,30,0,0,,0,0,30,0,0,US Airways Inc.,7990,41
8005,2015,1,1,4,US Airways Inc.,1972,N189UW,CLT,EWR,1500,1502,2,11,1513,109,95,80,529,1633,4,1649,1637,-12,0,0,,,,,,,US Airways Inc.,8005,2
8164,2015,1,1,4,US Airways Inc.,1820,N536UW,PHX,CLT,1510,1557,47,12,1609,230,215,190,1773,2119,13,2100,2132,32,0,0,,0,0,32,0,0,US Airways Inc.,8164,47
8408,2015,1,1,4,US Airways Inc.,492,N757UW,DFW,PHL,1525,1528,3,12,1540,185,161,144,1303,1904,5,1930,1909,-21,0,0,,,,,,,US Airways Inc.,8408,3
8464,2015,1,1,4,US Airways Inc.,889,N123UW,ATL,CLT,1530,1533,3,19,1552,74,70,43,226,1635,8,1644,1643,-1,0,0,,,,,,,US Airways Inc.,8464,3
8467,2015,1,1,4,US Airways Inc.,1927,N940UW,PHL,CLT,1530,1538,8,19,1557,106,96,71,449,1708,6,1716,1714,-2,0,0,,,,,,,US Airways Inc.,8467,8
8469,2015,1,1,4,US Airways Inc.,2073,N945UW,PIT,PHL,1530,1531,1,23,1554,89,75,50,268,1644,2,1659,1646,-13,0,0,,,,,,,US Airways Inc.,8469,1
8470,2015,1,1,4,US Airways Inc.,2097,N520UW,MCO,CLT,1530,1533,3,14,1547,98,93,73,468,1700,6,1708,1706,-2,0,0,,,,,,,US Airways Inc.,8470,3
8549,2015,1,1,4,US Airways Inc.,1915,N806AW,CLE,CLT,1535,1610,35,35,1645,95,110,64,430,1749,11,1710,1800,50,0,0,,15,0,23,12,0,US Airways Inc.,8549,35
8634,2015,1,1,4,US Airways Inc.,1736,N570UW,PHL,PHX,1540,1541,1,18,1559,322,335,314,2075,1913,3,1902,1916,14,0,0,,,,,,,US Airways Inc.,8634,1
8701,2015,1,1,4,US Airways Inc.,769,N271AY,PHL,MCO,1545,1613,28,38,1651,154,173,120,861,1851,15,1819,1906,47,0,0,,19,0,28,0,0,US Airways Inc.,8701,28
8782,2015,1,1,4,US Airways Inc.,1781,N118US,LGA,CLT,1550,1603,13,12,1615,127,104,88,544,1743,4,1757,1747,-10,0,0,,,,,,,US Airways Inc.,8782,13
8807,2015,1,1,4,US Airways Inc.,596,N661AW,SFO,PHX,1550,1551,1,17,1608,115,121,96,651,1844,8,1845,1852,7,0,0,,,,,,,US Airways Inc.,8807,1
8862,2015,1,1,4,US Airways Inc.,1712,N575UW,PHX,PHL,1555,1620,25,17,1637,257,238,218,2075,2215,3,2212,2218,6,0,0,,,,,,,US Airways Inc.,8862,25
8863,2015,1,1,4,US Airways Inc.,1783,N170US,DFW,CLT,1555,1609,14,10,1619,142,132,109,936,1908,13,1917,1921,4,0,0,,,,,,,US Airways Inc.,8863,14
8864,2015,1,1,4,US Airways Inc.,1854,N185UW,PHX,CLT,1555,1616,21,27,1643,229,217,183,1773,2146,7,2144,2153,9,0,0,,,,,,,US Airways Inc.,8864,21
8865,2015,1,1,4,US Airways Inc.,2057,N838AW,PHL,PBI,1555,1603,8,27,1630,165,168,136,951,1846,5,1840,1851,11,0,0,,,,,,,US Airways Inc.,8865,8
8950,2015,1,1,4,US Airways Inc.,755,N545UW,PHL,LAX,1600,1601,1,36,1637,367,370,318,2402,1855,16,1907,1911,4,0,0,,,,,,,US Airways Inc.,8950,1
9062,2015,1,1,4,US Airways Inc.,2024,N535UW,DEN,CLT,1605,1625,20,44,1709,181,203,142,1337,2131,17,2106,2148,42,0,0,,22,0,20,0,0,US Airways Inc.,9062,20
9081,2015,1,1,4,US Airways Inc.,562,N652AW,PHX,BOS,1605,1621,16,13,1634,281,236,219,2300,2213,4,2246,2217,-29,0,0,,,,,,,US Airways Inc.,9081,16
9129,2015,1,1,4,US Airways Inc.,1999,N176UW,CLT,BOS,1610,1651,41,9,1700,123,111,96,728,1836,6,1813,1842,29,0,0,,0,0,20,9,0,US Airways Inc.,9129,41
9144,2015,1,1,4,US Airways Inc.,553,N678AW,PHX,FLL,1610,1622,12,13,1635,250,246,229,1972,2224,4,2220,2228,8,0,0,,,,,,,US Airways Inc.,9144,12
9191,2015,1,1,4,US Airways Inc.,1719,N110UW,CLT,FLL,1614,1645,31,14,1659,117,103,86,631,1825,3,1811,1828,17,0,0,,0,0,14,3,0,US Airways Inc.,9191,31
9196,2015,1,1,4,US Airways Inc.,1885,N812AW,STL,CLT,1615,1624,9,11,1635,106,97,76,575,1851,10,1901,1901,0,0,0,,,,,,,US Airways Inc.,9196,9
9198,2015,1,1,4,US Airways Inc.,2092,N108UW,MSY,CLT,1615,1626,11,10,1636,108,103,85,651,1901,8,1903,1909,6,0,0,,,,,,,US Airways Inc.,9198,11
9216,2015,1,1,4,US Airways Inc.,484,N764US,SMF,PHX,1615,1627,12,8,1635,106,100,88,647,1903,4,1901,1907,6,0,0,,,,,,,US Airways Inc.,9216,12
9220,2015,1,1,4,US Airways Inc.,614,N194UW,PHX,ATL,1615,1623,8,16,1639,208,213,185,1587,2144,12,2143,2156,13,0,0,,,,,,,US Airways Inc.,9220,8
9221,2015,1,1,4,US Airways Inc.,626,N152UW,CLT,PHX,1615,1629,14,12,1641,277,275,260,1773,1901,3,1852,1904,12,0,0,,,,,,,US Airways Inc.,9221,14
9261,2015,1,1,4,US Airways Inc.,2056,N117UW,CLT,RDU,1616,1753,97,13,1806,50,45,29,130,1835,3,1706,1838,92,0,0,,0,0,74,18,0,US Airways Inc.,9261,97
9276,2015,1,1,4,US Airways Inc.,629,N559UW,BOS,PHX,1620,1624,4,20,1644,354,380,355,2300,2039,5,2014,2044,30,0,0,,26,0,4,0,0,US Airways Inc.,9276,4
9277,2015,1,1,4,US Airways Inc.,639,N584UW,JFK,PHX,1620,1621,1,25,1646,340,362,333,2153,2019,4,2000,2023,23,0,0,,22,0,1,0,0,US Airways Inc.,9277,1
9281,2015,1,1,4,US Airways Inc.,2015,N954UW,PHL,ATL,1620,1624,4,46,1710,143,159,109,666,1859,4,1843,1903,20,0,0,,16,0,4,0,0,US Airways Inc.,9281,4
9304,2015,1,1,4,US Airways Inc.,437,N585UW,PHX,ORD,1620,1648,28,14,1702,197,183,156,1440,2038,13,2037,2051,14,0,0,,,,,,,US Airways Inc.,9304,28
9444,2015,1,1,4,US Airways Inc.,551,N155UW,PHX,DFW,1630,1635,5,18,1653,132,143,112,868,1945,13,1942,1958,16,0,0,,11,0,0,5,0,US Airways Inc.,9444,5
9501,2015,1,1,4,US Airways Inc.,2025,N563UW,CLT,MCO,1635,1724,49,9,1733,101,88,69,468,1842,10,1816,1852,36,0,0,,0,0,0,36,0,US Airways Inc.,9501,49
9530,2015,1,1,4,US Airways Inc.,559,N938UW,CLT,PHL,1635,1636,1,10,1646,100,87,71,449,1757,6,1815,1803,-12,0,0,,,,,,,US Airways Inc.,9530,1
9570,2015,1,1,4,US Airways Inc.,708,N191UW,CLT,LAX,1640,1641,1,13,1654,325,310,287,2125,1841,10,1905,1851,-14,0,0,,,,,,,US Airways Inc.,9570,1
9640,2015,1,1,4,US Airways Inc.,681,N818AW,RDU,LAX,1645,1647,2,12,1659,341,346,320,2239,1919,14,1926,1933,7,0,0,,,,,,,US Airways Inc.,9640,2
9771,2015,1,1,4,US Airways Inc.,1795,N755US,FLL,PHL,1655,1724,29,9,1733,162,151,140,992,1953,2,1937,1955,18,0,0,,0,0,18,0,0,US Airways Inc.,9771,29
9830,2015,1,1,4,US Airways Inc.,1919,N644AW,JFK,CLT,1659,1713,14,15,1728,132,114,86,541,1854,13,1911,1907,-4,0,0,,,,,,,US Airways Inc.,9830,14
9843,2015,1,1,4,US Airways Inc.,2043,N828AW,BOS,CLT,1700,1707,7,19,1726,144,147,121,728,1927,7,1924,1934,10,0,0,,,,,,,US Airways Inc.,9843,7
9870,2015,1,1,4,US Airways Inc.,420,N767UW,PHX,CLE,1700,1703,3,14,1717,233,204,184,1737,2221,6,2253,2227,-26,0,0,,,,,,,US Airways Inc.,9870,3
9966,2015,1,1,4,US Airways Inc.,627,N676AW,BWI,PHX,1705,1733,28,11,1744,305,312,298,1999,2042,3,2010,2045,35,0,0,,7,0,28,0,0,US Airways Inc.,9966,28
